date,currency,actual_change,predicted_change,direction,direction_correct,pnl
2025-02-25,USD,0.0,0.2551797884302268,1.0,False,0.0
2025-02-25,EUR,0.006275534629821777,0.04746829999171709,1.0,True,6275.534629821777
2025-02-25,JPY,3.518117591738701e-05,0.0007957104921468873,1.0,True,35.18117591738701
2025-02-25,KRW,-4.1618477553129196e-07,0.0002961469555603682,1.0,False,-0.41618477553129196
2025-02-25,GBP,0.0056612491607666016,-0.27953609781328304,-1.0,False,-5661.249160766602
2025-02-25,SGD,0.0020293593406677246,0.15982542449676218,1.0,True,2029.3593406677246
2025-02-25,HKD,1.1086463928222656e-05,0.028179259431248466,1.0,True,11.086463928222656
2025-02-25,AUD,0.0014777183532714844,-0.04551997348688275,-1.0,False,-1477.7183532714844
2025-02-26,USD,0.0,0.25632595931546853,1.0,False,0.0
2025-02-26,EUR,-0.0035322904586791992,0.04928975685406112,1.0,False,-3532.290458679199
2025-02-26,JPY,1.0816380381584167e-05,0.0008084065801773717,1.0,True,10.816380381584167
2025-02-26,KRW,-2.3994361981749535e-06,0.00029830984666063187,1.0,False,-2.3994361981749535
2025-02-26,GBP,0.0007876157760620117,-0.28050991171393513,-1.0,False,-787.6157760620117
2025-02-26,SGD,-0.0011026859283447266,0.16240317708132745,1.0,False,-1102.6859283447266
2025-02-26,HKD,3.3080577850341797e-06,0.02852680536481496,1.0,True,3.3080577850341797
2025-02-26,AUD,-0.004209637641906738,-0.04413679298507989,-1.0,True,4209.637641906738
2025-02-27,USD,0.0,0.25684140155601143,1.0,False,0.0
2025-02-27,EUR,-0.00936591625213623,0.04818030377553861,1.0,False,-9365.91625213623
2025-02-27,JPY,-5.2580609917640686e-05,0.0008133674381492328,1.0,False,-52.580609917640686
2025-02-27,KRW,-7.4240961112082005e-06,0.00029684145484755084,1.0,False,-7.4240961112082005
2025-02-27,GBP,-0.008340716361999512,-0.27924825600642644,-1.0,True,8340.716361999512
2025-02-27,SGD,-0.005724072456359863,0.1627383376924182,1.0,False,-5724.072456359863
2025-02-27,HKD,-6.270408630371094e-05,0.02849337963548347,1.0,False,-62.70408630371094
2025-02-27,AUD,-0.00785815715789795,-0.04389641611450157,-1.0,True,7858.157157897949
2025-02-28,USD,0.0,0.2561822254019974,1.0,False,0.0
2025-02-28,EUR,0.0018728971481323242,0.04530849724392949,1.0,True,1872.8971481323242
2025-02-28,JPY,-3.355834633111954e-05,0.0007935224637906878,1.0,False,-33.55834633111954
2025-02-28,KRW,-4.696485120803118e-06,0.00029015713111445716,1.0,False,-4.696485120803118
2025-02-28,GBP,0.0005081892013549805,-0.27799580311814553,-1.0,False,-508.18920135498047
2025-02-28,SGD,-0.0008246898651123047,0.15963296861429865,1.0,False,-824.6898651123047
2025-02-28,HKD,-1.519918441772461e-05,0.028063377318797073,1.0,False,-15.19918441772461
2025-02-28,AUD,-0.0011513829231262207,-0.044773570186601774,-1.0,True,1151.3829231262207
2025-03-03,USD,0.0,0.2581223324669064,1.0,False,0.0
2025-03-03,EUR,0.0071190595626831055,0.047298071229673666,1.0,True,7119.0595626831055
2025-03-03,JPY,6.512459367513657e-05,0.0007985984346091674,1.0,True,65.12459367513657
2025-03-03,KRW,8.786446414887905e-07,0.0002895559395844829,1.0,True,0.8786446414887905
2025-03-03,GBP,0.009749412536621094,-0.27677962534724854,-1.0,False,-9749.412536621094
2025-03-03,SGD,0.0017119050025939941,0.1612186676531303,1.0,True,1711.9050025939941
2025-03-03,HKD,9.253621101379395e-06,0.028351506683668037,1.0,True,9.253621101379395
2025-03-03,AUD,-0.00048726797103881836,-0.04319622379386012,-1.0,True,487.26797103881836
2025-03-04,USD,0.0,0.25874019860977604,1.0,False,0.0
2025-03-04,EUR,0.014195561408996582,0.04756042121130588,1.0,True,14195.561408996582
2025-03-04,JPY,-2.2087711840867996e-05,0.0008120660901793173,1.0,False,-22.087711840867996
2025-03-04,KRW,2.398388460278511e-06,0.00029211437915559494,1.0,True,2.398388460278511
2025-03-04,GBP,0.009279131889343262,-0.27936026993879626,-1.0,False,-9279.131889343262
2025-03-04,SGD,0.004613339900970459,0.16409625975849385,1.0,True,4613.339900970459
2025-03-04,HKD,7.857382297515869e-05,0.028693313361519035,1.0,True,78.57382297515869
2025-03-04,AUD,0.005417287349700928,-0.04169707584054494,-1.0,False,-5417.287349700928
2025-03-05,USD,0.0,0.25803471290317626,1.0,False,0.0
2025-03-05,EUR,0.016794562339782715,0.0492709876683346,1.0,True,16794.562339782715
2025-03-05,JPY,4.0395185351371765e-05,0.0008050939496538458,1.0,True,40.395185351371765
2025-03-05,KRW,4.683912266045809e-06,0.00029593759466870406,1.0,True,4.683912266045809
2025-03-05,GBP,0.009764552116394043,-0.2852501533526941,-1.0,False,-9764.552116394043
2025-03-05,SGD,0.0040888190269470215,0.1668026495212438,1.0,True,4088.8190269470215
2025-03-05,HKD,3.345310688018799e-05,0.029039036131406182,1.0,True,33.45310688018799
2025-03-05,AUD,0.0068114399909973145,-0.04094271012046147,-1.0,False,-6811.439990997314
2025-03-06,USD,0.0,0.2609324627256726,1.0,False,0.0
2025-03-06,EUR,-0.0006986856460571289,0.055438475525657394,1.0,False,-698.6856460571289
2025-03-06,JPY,3.5822391510009766e-05,0.0008278340345219065,1.0,True,35.822391510009766
2025-03-06,KRW,-1.6623525880277157e-06,0.00030365867744397754,1.0,False,-1.6623525880277157
2025-03-06,GBP,-0.000661015510559082,-0.28760376000994836,-1.0,True,661.015510559082
2025-03-06,SGD,-0.0011897087097167969,0.1722080672976164,1.0,False,-1189.7087097167969
2025-03-06,HKD,-3.311038017272949e-05,0.029934032172021202,1.0,False,-33.11038017272949
2025-03-06,AUD,-0.0005819797515869141,-0.037447795572437714,-1.0,True,581.9797515869141
2025-03-07,USD,0.0,0.26173998464316517,1.0,False,0.0
2025-03-07,EUR,0.007264137268066406,0.05601613508390679,1.0,True,7264.137268066406
2025-03-07,JPY,2.2870954126119614e-05,0.0008362587039745682,1.0,True,22.870954126119614
2025-03-07,KRW,1.1472729966044426e-07,0.0003031787335967707,1.0,True,0.11472729966044426
2025-03-07,GBP,0.004712462425231934,-0.28654185944690136,-1.0,False,-4712.462425231934
2025-03-07,SGD,0.0018114447593688965,0.17235962375487235,1.0,True,1811.4447593688965
2025-03-07,HKD,1.9863247871398926e-05,0.03002378507233064,1.0,True,19.863247871398926
2025-03-07,AUD,-0.0028381943702697754,-0.03680856029945545,-1.0,True,2838.1943702697754
2025-03-10,USD,0.0,0.2610729783726937,1.0,False,0.0
2025-03-10,EUR,-0.0021189451217651367,0.055660162541572245,1.0,False,-2118.9451217651367
2025-03-10,JPY,2.482859417796135e-05,0.0008288071693629637,1.0,True,24.82859417796135
2025-03-10,KRW,-5.110981874167919e-06,0.0003038438290056246,1.0,False,-5.110981874167919
2025-03-10,GBP,-0.00569462776184082,-0.29111866914747164,-1.0,True,5694.62776184082
2025-03-10,SGD,-0.0023120641708374023,0.17416175167680736,1.0,False,-2312.0641708374023
2025-03-10,HKD,3.312528133392334e-05,0.03006696339866817,1.0,True,33.12528133392334
2025-03-10,AUD,-0.0024384260177612305,-0.03664505752108338,-1.0,True,2438.4260177612305
2025-03-11,USD,0.0,0.26050035347454337,1.0,False,0.0
2025-03-11,EUR,0.007476687431335449,0.05504210559323219,1.0,True,7476.687431335449
2025-03-11,JPY,-4.4689979404211044e-05,0.000820612362632667,1.0,False,-44.689979404211044
2025-03-11,KRW,2.8427457436919212e-06,0.0002999649216897355,1.0,True,2.8427457436919212
2025-03-11,GBP,0.006933450698852539,-0.2915111828230068,-1.0,False,-6933.450698852539
2025-03-11,SGD,0.0015323162078857422,0.17245804734552184,1.0,True,1532.3162078857422
2025-03-11,HKD,-2.154707908630371e-05,0.029870364353853873,1.0,False,-21.54707908630371
2025-03-11,AUD,0.0015772581100463867,-0.037259306829125594,-1.0,False,-1577.2581100463867
2025-03-12,USD,0.0,0.2608486765085126,1.0,False,0.0
2025-03-12,EUR,-0.0027921199798583984,0.056017496412299916,1.0,False,-2792.1199798583984
2025-03-12,JPY,-1.0796356946229935e-05,0.000817575683318042,1.0,False,-10.796356946229935
2025-03-12,KRW,1.0798103176057339e-06,0.000303181261673114,1.0,True,1.0798103176057339
2025-03-12,GBP,0.0019466876983642578,-0.29424116472361206,-1.0,False,-1946.6876983642578
2025-03-12,SGD,-0.0007725954055786133,0.17455620687541185,1.0,False,-772.5954055786133
2025-03-12,HKD,1.989305019378662e-05,0.030165262659214695,1.0,True,19.89305019378662
2025-03-12,AUD,0.003230571746826172,-0.03604603893179781,-1.0,False,-3230.571746826172
2025-03-13,USD,0.0,0.26281489175081807,1.0,False,0.0
2025-03-13,EUR,-0.0030608177185058594,0.0575645359879402,1.0,False,-3060.8177185058594
2025-03-13,JPY,1.5042722225189209e-05,0.0008373668640093233,1.0,True,15.042722225189209
2025-03-13,KRW,-2.1278392523527145e-06,0.00030517139339756205,1.0,False,-2.1278392523527145
2025-03-13,GBP,-0.0005880594253540039,-0.29002417183797613,-1.0,True,588.0594253540039
2025-03-13,SGD,-0.0017142295837402344,0.1752132342678977,1.0,False,-1714.2295837402344
2025-03-13,HKD,-3.826618194580078e-05,0.03048593917161177,1.0,False,-38.26618194580078
2025-03-13,AUD,-0.004018187522888184,-0.03459575878832222,-1.0,True,4018.1875228881836
2025-03-14,USD,0.0,0.26240559017660525,1.0,False,0.0
2025-03-14,EUR,0.0025633573532104492,0.05570692296787616,1.0,True,2563.357353210449
2025-03-14,JPY,-2.9520131647586823e-05,0.000834286123567219,1.0,False,-29.520131647586823
2025-03-14,KRW,1.984939444810152e-06,0.00030302961334210444,1.0,True,1.984939444810152
2025-03-14,GBP,-0.002781391143798828,-0.2901811995954757,-1.0,True,2781.391143798828
2025-03-14,SGD,0.0010556578636169434,0.17451280309454842,1.0,True,1055.6578636169434
2025-03-14,HKD,-1.837313175201416e-05,0.03032491372022346,1.0,False,-18.37313175201416
2025-03-14,AUD,0.0038781166076660156,-0.03493941435576908,-1.0,False,-3878.1166076660156
2025-03-17,USD,0.0,0.2604794033292309,1.0,False,0.0
2025-03-17,EUR,0.003790140151977539,0.055487981321569624,1.0,True,3790.140151977539
2025-03-17,JPY,-3.5183969885110855e-05,0.0008164148739129209,1.0,False,-35.183969885110855
2025-03-17,KRW,3.1384406611323357e-06,0.0003030458497062168,1.0,True,3.1384406611323357
2025-03-17,GBP,0.005473732948303223,-0.2928436897114013,-1.0,False,-5473.732948303223
2025-03-17,SGD,0.0018942952156066895,0.17284984876787202,1.0,True,1894.2952156066895
2025-03-17,HKD,4.006922245025635e-05,0.030113241117781367,1.0,True,40.06922245025635
2025-03-17,AUD,0.005579590797424316,-0.03628534816161244,-1.0,False,-5579.590797424316
2025-03-18,USD,0.0,0.2623744001000422,1.0,False,0.0
2025-03-18,EUR,0.002030611038208008,0.05838309871284464,1.0,True,2030.6110382080078
2025-03-18,JPY,-3.269873559474945e-06,0.000832382384215488,1.0,False,-3.269873559474945
2025-03-18,KRW,-3.0859955586493015e-06,0.00030739501864749926,1.0,False,-3.0859955586493015
2025-03-18,GBP,0.001519322395324707,-0.2909770201620605,-1.0,False,-1519.322395324707
2025-03-18,SGD,-0.00041800737380981445,0.17510132437871262,1.0,False,-418.00737380981445
2025-03-18,HKD,9.939074516296387e-06,0.030592971461954735,1.0,True,9.939074516296387
2025-03-18,AUD,-0.002078533172607422,-0.03447372857477282,-1.0,True,2078.533172607422
2025-03-19,USD,0.0,0.26315506414298295,1.0,False,0.0
2025-03-19,EUR,-0.002757430076599121,0.05895803309780567,1.0,False,-2757.430076599121
2025-03-19,JPY,4.334840923547745e-05,0.0008336875198346949,1.0,True,43.34840923547745
2025-03-19,KRW,2.653687261044979e-06,0.00030666810470389796,1.0,True,2.653687261044979
2025-03-19,GBP,0.0010149478912353516,-0.2914262147726845,-1.0,False,-1014.9478912353516
2025-03-19,SGD,0.0008308291435241699,0.17622208220011304,1.0,True,830.8291435241699
2025-03-19,HKD,-3.471970558166504e-06,0.030733309239425882,1.0,False,-3.471970558166504
2025-03-19,AUD,0.00029146671295166016,-0.03363585235563904,-1.0,False,-291.46671295166016
2025-03-20,USD,0.0,0.2621904374294941,1.0,False,0.0
2025-03-20,EUR,-0.00552058219909668,0.05728184837675454,1.0,False,-5520.58219909668
2025-03-20,JPY,-4.803761839866638e-06,0.0008382205635353778,1.0,False,-4.803761839866638
2025-03-20,KRW,-1.0601419489830732e-05,0.00030711256593686043,1.0,False,-10.601419489830732
2025-03-20,GBP,-0.004268765449523926,-0.2912223410720567,-1.0,True,4268.765449523926
2025-03-20,SGD,-0.002902686595916748,0.17555706207973287,1.0,False,-2902.686595916748
2025-03-20,HKD,-4.455447196960449e-05,0.030561953523026222,1.0,False,-44.55447196960449
2025-03-20,AUD,-0.006021857261657715,-0.034582056653354676,-1.0,True,6021.857261657715
2025-03-21,USD,0.0,0.26126828402053914,1.0,False,0.0
2025-03-21,EUR,-0.0020940303802490234,0.05462570980170223,1.0,False,-2094.0303802490234
2025-03-21,JPY,-4.8603396862745285e-05,0.0008257757360950494,1.0,False,-48.603396862745285
2025-03-21,KRW,4.843459464609623e-07,0.00029996557660666,1.0,True,0.4843459464609623
2025-03-21,GBP,-0.0043408870697021484,-0.29136113987241896,-1.0,True,4340.887069702148
2025-03-21,SGD,-0.00017964839935302734,0.17369421383855765,1.0,False,-179.64839935302734
2025-03-21,HKD,-7.271766662597656e-06,0.030212614734679302,1.0,False,-7.271766662597656
2025-03-21,AUD,-0.0015578866004943848,-0.035611930317484775,-1.0,True,1557.8866004943848
2025-03-24,USD,0.0,0.2615608801118552,1.0,False,0.0
2025-03-24,EUR,-0.0032192468643188477,0.05514920538640089,1.0,False,-3219.2468643188477
2025-03-24,JPY,-4.860991612076759e-05,0.0008185760235863556,1.0,False,-48.60991612076759
2025-03-24,KRW,-6.937189027667046e-07,0.0002995885653896339,1.0,False,-0.6937189027667046
2025-03-24,GBP,-3.337860107421875e-05,-0.29017361287779786,-1.0,True,33.37860107421875
2025-03-24,SGD,-0.0022268295288085938,0.17338206962590463,1.0,False,-2226.8295288085938
2025-03-24,HKD,-1.589953899383545e-05,0.03010501689907301,1.0,False,-15.89953899383545
2025-03-24,AUD,-0.00024110078811645508,-0.03602257715537449,-1.0,True,241.10078811645508
2025-03-25,USD,0.0,0.26252477580118805,1.0,False,0.0
2025-03-25,EUR,-0.0016082525253295898,0.05516328209458887,1.0,False,-1608.2525253295898
2025-03-25,JPY,3.6446843296289444e-05,0.0008206499536416272,1.0,True,36.446843296289444
2025-03-25,KRW,1.9497820176184177e-06,0.00029939248398079787,1.0,True,1.9497820176184177
2025-03-25,GBP,0.0019069910049438477,-0.2879082775861799,-1.0,False,-1906.9910049438477
2025-03-25,SGD,0.0015596747398376465,0.17303325112792312,1.0,True,1559.6747398376465
2025-03-25,HKD,-2.9772520065307617e-05,0.030214476941450602,1.0,False,-29.772520065307617
2025-03-25,AUD,0.002309262752532959,-0.03522254100194455,-1.0,False,-2309.262752532959
2025-03-26,USD,0.0,0.26174221815352305,1.0,False,0.0
2025-03-26,EUR,-0.00454258918762207,0.05418175117161805,1.0,False,-4542.58918762207
2025-03-26,JPY,-2.3179687559604645e-05,0.0008274903355500992,1.0,False,-23.179687559604645
2025-03-26,KRW,-1.6752746887505054e-06,0.0003001197211699458,1.0,False,-1.6752746887505054
2025-03-26,GBP,-0.006567120552062988,-0.287532957416458,-1.0,True,6567.120552062988
2025-03-26,SGD,-0.002868354320526123,0.1726867155722397,1.0,False,-2868.354320526123
2025-03-26,HKD,0.0,0.03011662688313657,1.0,False,0.0
2025-03-26,AUD,-0.0021985769271850586,-0.0359612496742997,-1.0,True,2198.5769271850586
2025-03-27,USD,0.0,0.2608520401731036,1.0,False,0.0
2025-03-27,EUR,0.005894064903259277,0.052870889114306596,1.0,True,5894.064903259277
2025-03-27,JPY,-1.6476493328809738e-05,0.0008133834138506994,1.0,False,-16.476493328809738
2025-03-27,KRW,1.768872607499361e-06,0.0002972034007296216,1.0,True,1.768872607499361
2025-03-27,GBP,0.0074388980865478516,-0.2872760614807719,-1.0,False,-7438.898086547852
2025-03-27,SGD,0.001046597957611084,0.1701819656793997,1.0,True,1046.597957611084
2025-03-27,HKD,-6.616115570068359e-06,0.029827524689348503,1.0,False,-6.616115570068359
2025-03-27,AUD,0.0014579296112060547,-0.03694904715355196,-1.0,False,-1457.9296112060547
2025-03-28,USD,0.0,0.26170454959388323,1.0,False,0.0
